Index a_A_1             c_A_2             e_A_3             g_A_4             i_A_5             b_phi_1           d_phi_2           f_phi_3           h_phi_4           j_phi_5          
 4050 -1.4596583815E+01 -1.9656061541E+01 -1.0090969991E+01 -6.9597798685E+00 -2.1335395333E+01 +6.5776032829E+01 +2.0505978592E+02 +3.4774997117E+02 +5.6915403874E+01 +2.8795748913E+02
 4051 -2.0182313874E+01 -8.1589242698E-01 -2.5582939883E+01 -6.8199009029E+00 -1.2352014479E+01 +6.8385919809E+01 +2.1374431084E+02 +2.8075873150E+02 +9.3857215619E+01 +3.0519667424E+02
 4052 -1.4716987289E+01 -8.5874437591E+00 -2.6777729978E+01 -9.2732978906E+00 -1.8001349118E+01 +1.8884665328E+02 +3.0382034357E+00 +3.5678463642E+02 +2.9328387168E+02 +3.2220934327E+02
 4053 -3.5293499418E+00 -2.6155571344E+01 -2.1612188237E+01 -5.6328578409E+00 -7.8153096320E+00 +1.5857745981E+02 +2.0257130544E+01 +2.2129184423E+02 +3.1276544714E+02 +2.8223462473E+02
 4054 -1.6483546338E+01 -1.8196080300E+01 -6.2609682454E+00 -4.4557960307E-01 -2.2791556526E+01 +2.7289971264E+02 +1.3879946487E+02 +5.6914594830E+01 +2.4950616364E+02 +2.2174087004E+02
 4055 -1.2172143619E+01 -1.2145323644E+01 -2.7567860478E+01 -2.5338736292E+01 -1.5868968819E+01 +1.2198726531E+02 +1.5711046803E+02 +1.9837512524E+02 +1.8157242843E+02 +2.5428562319E+01
 4056 -1.0233900172E+01 -1.9342619109E+01 -1.4597950698E+01 -1.5224056383E+01 -1.8849361555E+01 +2.6771336294E+02 +1.8000418118E+02 +3.2521821640E+02 +3.5998264947E+02 +3.3361718498E+02
 4057 -2.3324999452E+01 -9.6421162481E+00 -8.3810106729E+00 -1.7828816654E+01 -5.0115529718E+00 +1.4996679336E+02 +7.2183220533E+01 +1.4102757261E+02 +1.5312014508E+02 +1.3036255030E+02
 4058 -1.0294460393E+01 -2.8200056258E+01 -1.1806641445E+01 -2.5913853395E+01 -6.1864631327E+00 +5.2453820218E+01 +3.1951884991E+02 +3.4006627482E+02 +9.8863594520E+01 +1.7276067429E+01
 4059 -1.7517124557E+01 -2.0667550124E+01 -3.3786680550E+00 -1.3595156869E+01 -8.1990472511E-01 +2.2612041096E+02 +1.8787806082E+02 +2.0991025703E+02 +1.0174550317E+02 +1.6833868396E+02
 4060 -7.5415465993E+00 -1.1064784383E+01 -1.4231622393E+01 -1.9554475093E+01 -1.9305449979E+01 +8.7708085669E+01 +1.1393706769E+02 +3.0850259430E+02 +2.5909937133E+02 +8.7052360831E+01
 4061 -2.7980747870E+01 -4.7020543514E+00 -1.2344725104E+01 -2.5930677508E+01 -9.3418135503E+00 +1.4515141070E+02 +1.3503294493E+02 +7.3236577293E+01 +2.9068621105E+02 +6.6115002180E+01
 4062 -1.0037129885E+01 -1.3377206157E+01 -5.1522047276E+00 -1.6127096330E+01 -1.4075620465E+01 +3.2507401246E+02 +4.0853604235E+01 +2.7517090081E+02 +1.1153352720E+02 +2.9796584627E+02
 4063 -2.0208460944E+01 -2.2149651637E+01 -1.9636351439E+01 -5.9978115084E+00 -1.8307608648E+01 +6.7968415044E+01 +2.6625093614E-01 +2.8368373691E+02 +1.4229854004E+02 +2.1122925929E+02
 4064 -3.2827625189E+00 -8.9998029746E+00 -1.1263663708E+01 -1.0385661993E+01 -1.9274767829E+01 +1.5093855953E+02 +3.4885385336E+02 +2.3894598858E+02 +6.5179156661E+01 +2.9044053289E+02
 4065 -6.1352012692E+00 -1.2382150164E+00 -4.9649682997E+00 -1.2479025133E-01 -1.9999099528E+01 +3.4623131987E+02 +1.3206793318E+02 +2.9824776201E+02 +3.5395217869E+01 +1.7683200009E+02
 4066 -8.2723098532E+00 -5.1575129433E+00 -7.4028655393E+00 -4.5053046755E+00 -5.0585061050E-01 +5.6119435201E+01 +2.8897573492E+02 +1.7459325315E+02 +4.6657745483E+01 +6.5422197772E+01
 4067 -1.0121957729E+00 -9.6507172586E+00 -7.2296505459E+00 -2.9849422882E-01 -1.9643778846E+01 +2.5563407708E+02 +2.5434360475E+02 +1.6518647524E+02 +1.2377126353E+02 +1.5580184520E+02
 4068 -1.5535175063E+01 -1.7512639645E+01 -3.3617176594E-01 -1.8209931683E+00 -2.9259612168E+01 +2.2431002261E+02 +3.0290973326E+02 +2.3901683824E+02 +7.6457117621E+01 +1.2205684072E+02
 4069 -1.8284262754E+01 -1.8886914105E+01 -2.2702343820E+01 -2.0337553456E+01 -1.0406439160E+01 +2.2804450102E+02 +2.1782961767E+02 +6.1103027324E+01 +7.2096774957E+01 +1.2262147798E+02
 4070 -2.1182547824E+01 -2.8673946912E+01 -2.5232966512E+01 -1.1932394047E+01 -2.5296985487E+01 +3.2834518108E+01 +4.4962732369E+01 +3.0797384779E+02 +1.8923341961E+02 +1.6719730632E+02
 4071 -2.4049752816E+01 -1.4311312226E+01 -5.8677530741E-01 -2.8802886014E+01 -1.2198203128E+01 +3.5441085777E+02 +2.2483662114E+02 +1.4250079656E+02 +1.6143008811E+02 +2.1312171171E+02
 4072 -2.5409670063E+01 -1.7365113156E+01 -2.1611442323E+01 -9.6114825917E-01 -1.0174383470E+00 +5.5648642360E+01 +1.1554739454E+02 +1.2423368174E+02 +2.9732626582E+02 +2.3030957584E+02
 4073 -2.6680116836E+01 -1.4601812752E+01 -9.1786127497E+00 -2.2686523685E+01 -9.7896222078E+00 +1.9998648564E+02 +1.8181299470E+02 +9.3687880599E+01 +2.4915661492E+02 +2.2542267775E+02
 4074 -5.4681659422E+00 -1.9631331730E+01 -2.3491097632E+01 -9.0316331907E+00 -2.4382640863E+01 +2.5411730870E+02 +1.3421262671E+02 +2.7949086150E+02 +5.7663901797E+01 +1.5685730125E+01
 4075 -1.5369290530E+01 -2.0424962820E+01 -1.0645110851E+01 -2.9965376611E+01 -1.8157612784E+01 +2.5518877847E+02 +4.7063840238E+01 +2.5016603164E+02 +1.9963413909E+02 +1.3759448148E+02
 4076 -2.4392312301E+01 -1.8489842710E+01 -2.7151334042E+01 -2.5134999372E+01 -1.3030571009E+01 +1.4818585481E+02 +8.6535939095E+01 +1.2921965223E+01 +2.0098460454E+02 +5.3286442977E+01
 4077 -2.3004735860E+01 -2.3950734820E+01 -1.8159009279E+01 -2.9252773517E+01 -2.0757641686E+00 +1.7630019134E+02 +3.3795981438E+02 +3.3656921088E+02 +3.3167078207E+02 +6.3678319947E+00
 4078 -2.8537575427E+01 -2.6992902755E+01 -1.3443878130E+01 -4.4158309885E+00 -1.1189815647E+01 +2.1542540701E+01 +6.4336758054E+01 +5.5176764475E+01 +9.8577408177E+01 +9.0919047339E+01
 4079 -1.5471743503E+01 -1.2960677103E+01 -2.1010381511E+01 -1.9885687865E+01 -2.9554387545E+00 +2.2443317593E+02 +5.9971565511E+01 +2.1835808499E+02 +8.2478551595E+01 +2.3719173631E+02
 4080 -2.1591167409E+01 -1.4608484843E+01 -2.2040879815E+01 -3.0407758473E+00 -3.8945158107E+00 +3.1959101310E+02 +3.3208527388E+02 +2.5795398711E+02 +3.3545845969E+02 +1.9309804937E+02
 4081 -6.2169904286E+00 -2.4311942891E+01 -1.7801439699E+01 -2.7902826091E+01 -2.2013245396E+01 +2.6763308005E+02 +1.6942781808E+01 +7.9558203582E+01 +2.3244339150E+02 +3.3112800089E+01
 4082 -1.7480388367E+01 -1.5394020271E-02 -8.9460710808E+00 -1.9417409550E+01 -2.8163862382E+01 +3.4758689617E+02 +2.3710685540E+02 +5.3929181613E+01 +3.2446793674E+02 +2.2451730094E+02
 4083 -2.3745765958E+01 -2.6906496759E+01 -2.6791386997E+01 -5.1683241033E+00 -3.0830879845E+00 +3.1719866961E+01 +3.2967845123E+02 +1.2692566590E+02 +3.4012196823E+02 +2.5665242555E+02
 4084 -2.4400863172E+01 -9.6825420738E+00 -1.2186682787E+01 -2.9967235347E+01 -8.5583075372E-01 +2.6688572984E+02 +3.0391014680E+02 +3.3681305297E+02 +3.7995305299E+01 +1.7158917359E+02
 4085 -2.4370837558E+01 -2.5549265379E+00 -4.5904910298E+00 -1.2570592687E+01 -3.8886538332E+00 +2.9872534151E+02 +2.8253815441E+02 +2.7306739539E+02 +1.3221307921E+02 +2.3060613346E+02
 4086 -7.5385845064E+00 -1.9978659787E+01 -1.4171669855E+01 -2.6229458029E+01 -1.4841032566E+01 +2.6824790100E+02 +1.3862904752E+02 +1.0794690469E+02 +2.1501505871E+02 +3.0967709512E+02
 4087 -2.0138827313E+01 -2.6357824541E+01 -2.5512800807E+01 -8.5051235037E-01 -2.2546647459E+01 +6.2041138077E+01 +3.3954358587E+02 +4.2848145555E+01 +2.8490136911E+02 +5.8818551559E+01
 4088 -1.4067920893E+01 -1.0760121047E+01 -1.8305244923E+01 -1.0599867688E+01 -1.3577510548E+01 +6.1516527765E+01 +2.2429139582E+02 +1.8260342846E+02 +1.2497460307E+02 +1.0423715838E+02
 4089 -1.4693070289E+01 -2.8660181095E+01 -8.1215818923E-01 -3.1729314500E+00 -2.1207745164E+01 +1.0885079950E+02 +2.8619819495E+01 +2.3413376916E+01 +1.4831057451E+02 +2.3871814679E+02
 4090 -2.5167051408E+01 -2.9959959398E+01 -1.6028769152E+01 -5.0058289304E+00 -2.9625372406E+01 +2.5533079108E+02 +1.9213910299E+02 +2.5970899413E+02 +3.4436677838E+02 +2.9156168761E+02
 4091 -5.6945812570E+00 -2.0606127799E+01 -7.0257852719E+00 -4.8325644282E+00 -1.2599713874E+01 +1.2931889957E+02 +2.3968304515E+02 +2.3195267587E+02 +5.8430000429E+01 +2.4695464230E+02
 4092 -4.3700804809E+00 -5.6884707759E+00 -2.2056450802E+01 -2.4403372126E+01 -2.5060029244E+01 +4.0551030803E+01 +1.8411020983E+02 +2.3500767326E+02 +2.4634904198E+02 +4.9185527041E+01
 4093 -1.6568388372E+01 -2.0824289967E+01 -2.0008406246E+01 -1.9288427573E+01 -5.8559746792E+00 +3.5090247926E+02 +1.6027574901E+02 +3.3692325188E+02 +2.1914410331E+02 +3.4090515333E+02
 4094 -1.7298234838E+01 -2.9352395464E+00 -2.8693370382E+01 -2.8786901522E+01 -2.9288581464E+01 +1.2003453845E+02 +3.4200945063E+00 +3.4169774861E+02 +1.1016406751E+02 +2.3905438802E+02
 4095 -1.1556280421E+01 -2.6492011970E+01 -1.2074675227E+01 -2.6868166634E+01 -2.6006953912E+01 +1.2432355739E+02 +2.1790822353E+02 +1.4408823929E+02 +1.5876133110E+02 +2.9452037945E+02
 4096 -1.0738974943E+01 -1.5493194053E+00 -8.7307467385E+00 -2.3839723674E+01 -2.7227409052E+01 +1.6617830264E+01 +1.0411580278E+02 +1.4874466796E+02 +7.7017152774E+01 +1.0502805448E+02
 4097 -1.6742717117E+01 -1.7472699332E+01 -2.7366313265E+01 -2.4839766265E+01 -2.5580384481E+01 +1.4398917604E+02 +9.1234606514E+01 +5.6545370075E+01 +5.3220113282E+01 +1.8215221511E+02
 4098 -7.1722888849E+00 -7.2858893446E+00 -2.6302857467E+01 -1.6785176173E+01 -1.0873978353E+00 +7.1991709309E+01 +3.3858790340E+02 +3.4787752414E+02 +3.2972098008E+02 +3.1777886425E+02
 4099 -1.9903606527E+01 -2.4562676171E+01 -1.0595706013E+01 -1.1677144681E+01 -2.9611767463E+00 +3.2607150530E+01 +2.7639166478E+02 +3.3855176858E+02 +9.3080925665E+00 +1.1927953279E+02
 4100 -7.4991775607E+00 -2.5224431578E+01 -1.2668524306E+01 -1.5818073452E+01 -1.1084723580E+01 +2.5786721267E+02 +3.0236475568E+02 +7.0849612629E+01 +1.8445965497E+02 +6.3906085919E+00
 4101 -8.8140721339E+00 -9.5789536645E+00 -9.9187180300E+00 -1.3277494003E+01 -2.5935435313E-01 +1.1806332942E+02 +2.8232446142E+02 +5.8135120686E+01 +5.6313829734E+01 +1.7927682221E+02
 4102 -8.1856618210E+00 -7.0766107485E+00 -1.3465662135E+00 -1.5369575717E+00 -2.0191117289E+01 +2.9796911820E+02 +1.7702969512E+02 +1.3872913850E+02 +1.9028733896E+02 +2.0313471748E+02
 4103 -1.2011833229E+01 -2.9025571955E+01 -2.4383653154E+01 -9.5515576527E+00 -4.8852694367E+00 +4.7455283368E+01 +3.2409766797E+02 +3.3946195554E+02 +2.6395830505E+02 +4.2994968493E+00
 4104 -6.9983810398E+00 -2.7088450398E+01 -1.8701397564E+01 -1.6534557775E+01 -2.6088366695E+01 +8.9398549340E+01 +2.3734650686E+02 +1.6735380571E+02 +2.3150495854E+02 +3.3236074341E+02
 4105 -9.3520607091E+00 -9.8723197392E+00 -2.0738189572E+01 -8.8447347907E+00 -9.5430976934E+00 +1.5099092315E+02 +3.1547371355E+02 +6.9313686984E+01 +1.0112767770E+02 +2.7258637315E+02
 4106 -2.5384291986E+01 -1.9099880287E+01 -1.0467425355E+01 -2.3672377285E+01 -6.4204031920E+00 +2.5252664240E+02 +2.1854278825E+02 +6.5974299156E+00 +3.2048106682E+02 +2.4032665536E+02
 4107 -2.5065113385E+01 -1.0897587613E+01 -1.4165386746E+01 -2.7125832851E+01 -2.2491352639E+01 +2.2535246597E+02 +3.6206353125E+01 +2.5416015276E+02 +2.6671006103E+02 +9.3167779040E+01
 4108 -2.4134436997E+01 -1.1196679151E+01 -2.9413899375E+01 -2.6315302164E+01 -2.3152131427E+01 +4.0783265137E+01 +1.7054249385E+02 +2.4217900937E+02 +3.0103400573E+02 +6.6615137493E+01
 4109 -2.4102610150E+01 -1.3991982015E+01 -2.9982033795E+01 -2.2504832747E+01 -1.7695343646E+01 +1.7912818426E+02 +2.6812551457E+02 +2.4404787305E+02 +3.0603355093E+02 +2.2292183233E+00
 4110 -1.9770491881E+01 -5.5259082040E+00 -1.5351225633E+00 -8.3504170735E+00 -2.8132363308E+01 +1.9590002346E+02 +9.3037679760E+01 +3.4142669028E+02 +1.5381631188E+02 +2.7399031728E+02
 4111 -7.4287747271E+00 -1.1675221107E+00 -1.9990978554E+00 -1.1659729489E+01 -1.4638975113E+01 +3.2134179202E+02 +4.0712593708E+01 +1.1339141025E+02 +1.5142906771E+02 +2.1840638543E+02
 4112 -3.8206017441E+00 -1.7468957526E+01 -1.6974175029E+01 -2.0374329434E+01 -1.3386769968E+01 +1.7038453834E+02 +1.1933880084E+02 +7.2497279014E+01 +2.6321750230E+01 +2.6401543524E+01
 4113 -1.5369803823E+00 -5.1638873765E+00 -8.7512775243E+00 -1.3802358001E+01 -3.2144129109E+00 +2.2543940978E+02 +4.2230003327E+01 +1.8806921828E+02 +2.0779338314E+02 +3.1699237245E+02
 4114 -2.8992331585E+01 -1.8924476885E+01 -8.7957676578E+00 -1.7329215937E+01 -5.3290903670E+00 +2.6430291133E+02 +3.0386624587E+01 +3.1440869467E+02 +7.2856842137E+01 +2.1135375554E+02
 4115 -3.2324080385E+00 -2.2392388967E+01 -2.9563335322E+01 -2.7301512848E+01 -1.8912938418E+01 +2.5584632278E+02 +2.6549861334E+02 +2.3655494987E+02 +2.1921430522E+02 +2.4798579776E+02
 4116 -1.6034682869E+01 -2.0090054507E+01 -1.5913907705E+01 -1.0439088541E+01 -1.3230433816E+01 +3.6609282396E+01 +1.8554589222E+02 +3.2188968819E+02 +4.3577807254E+01 +3.1525247284E+02
 4117 -1.6355405718E+01 -9.6964290107E+00 -8.3479770612E+00 -9.0690061398E+00 -2.3191620019E+01 +1.7241492608E+02 +2.8949809518E+02 +6.9458192905E+01 +7.3883470857E+01 +1.0552598929E+00
 4118 -2.4002113362E+01 -2.4453333914E+01 -6.2715241046E-01 -2.3965022399E+01 -7.6774986025E+00 +2.8033232112E+02 +2.0283546650E+02 +4.5893230480E+01 +9.0526503586E+01 +1.5509434655E+02
 4119 -9.5589578275E-01 -2.0664284018E+01 -5.2991226462E-01 -1.9273584978E+01 -9.0443518618E+00 +1.0567742162E+02 +4.3978221644E+01 +2.8947658719E+02 +9.6925198508E+01 +3.9530555439E+01
 4120 -4.1338531678E-01 -3.2708161534E+00 -5.1841057560E+00 -2.4977343247E+01 -1.0391982780E+01 +2.7096415891E+02 +5.5155692119E+01 +2.6785530166E+01 +1.0553192862E+02 +5.1687601198E+01
 4121 -1.2948979979E+00 -2.3899877792E+00 -2.3119224462E+01 -2.1829902232E+01 -1.7880611116E+01 +5.9612569842E+01 +3.4152910307E+02 +2.0392473308E+02 +2.9565393130E+02 +3.3251479610E+02
 4122 -1.5243079552E+01 -2.7766905307E+01 -1.6661864174E+01 -2.9972163940E+01 -1.1078984076E+01 +3.3507093181E+02 +1.1824691799E+02 +2.4318808668E+02 +5.8338563752E+01 +2.7790776601E+02
 4123 -1.9800497997E+01 -2.8988573475E+01 -1.4507274165E+01 -1.7040357096E+01 -3.2391270888E+00 +1.3897150056E+02 +1.3651707361E+02 +1.1621322569E+02 +3.6417933035E+01 +1.8863131965E+02
 4124 -1.4102978929E+01 -2.1113766953E+01 -2.7740905944E+01 -1.6476237763E+01 -1.7425609729E+01 +3.0196097587E+02 +9.9027970195E-01 +3.5275301875E+01 +1.0298913311E+02 +1.3892931807E+02
 4125 -2.1212955551E+01 -2.9212752912E+01 -2.0701830900E+01 -2.0863345801E+01 -2.9942334919E+01 +2.3529170550E+02 +2.8778314177E+02 +1.1795894237E+02 +1.3150308235E+02 +2.1495396778E+02
 4126 -1.3250024610E+01 -1.8841285443E+01 -5.9650751231E+00 -1.2576710283E+01 -2.5893120733E+01 +3.0335562921E+02 +2.1405016304E+02 +2.2805992562E+02 +8.6426505417E+01 +1.6134046288E+02
 4127 -2.6755821868E+01 -4.1410151554E+00 -2.1006613391E+01 -2.8346831433E+01 -2.3207627196E+01 +3.4044024017E+02 +2.7784812875E+02 +3.5562945757E+02 +5.7833361516E+01 +3.2982171610E+02
 4128 -1.8551812525E+00 -1.7406182040E+01 -2.2158726089E+01 -7.1080330697E-01 -1.6316496430E+01 +6.5591284969E+01 +2.5691268651E+02 +3.0486012704E+02 +3.0332363071E+02 +9.1569976867E+01
 4129 -3.3256803385E+00 -1.7880175157E+01 -2.5900993873E+01 -8.1249220924E+00 -2.6062366404E+01 +1.2824596081E+02 +1.3429992735E+02 +3.0620288723E+01 +1.3380738572E+02 +1.0648802050E+02
 4130 -2.0022234923E+01 -1.0923247274E-02 -2.0117242858E+01 -3.5803027535E+00 -2.3381249084E+01 +3.0453500104E+02 +8.3186690296E+01 +1.3184114054E+02 +6.8315977206E+00 +2.7316135998E+02
 4131 -1.5254753253E+01 -4.6761685503E+00 -1.9880744663E+01 -2.0852952348E+01 -2.4899494322E+01 +1.5459489529E+02 +2.9683900201E+02 +2.0900608142E+02 +2.3922693849E+02 +5.9224506755E+01
 4132 -4.4455464930E+00 -2.8045036481E+01 -2.6438361055E+01 -8.9170123946E+00 -1.2846643042E+01 +1.8556754846E+02 +3.3900041963E+02 +2.9470888277E+02 +2.3802645273E+02 +2.9774803061E+02
 4133 -2.8617798219E+01 -1.0217215974E+00 -1.9267137770E+01 -2.3306028384E+01 -2.2528283004E+01 +1.9990731816E+02 +2.4785227810E+02 +2.2093787217E+02 +2.9105914041E+01 +9.0187818607E+00
 4134 -2.8255528251E+01 -2.7550299685E+01 -5.1449537906E+00 -1.0298703637E+01 -1.9696473412E+01 +1.7034159353E+02 +2.2719349597E+02 +5.6600611064E+01 +1.2240841733E+02 +2.5955047677E+02
 4135 -7.7401400589E+00 -1.4254367530E+01 -6.6788664897E+00 -2.5113461533E+00 -8.8649823747E+00 +5.0524344213E+01 +2.2363526220E+02 +2.5791356148E+01 +3.3258468329E+02 +1.8299837494E+02
 4136 -2.1777560932E+01 -1.1896639147E+01 -2.5081900911E+01 -1.4136523944E+00 -1.3018350881E+01 +4.4094663652E+01 +1.0285745975E+02 +1.6762635812E+02 +2.2870882101E+01 +2.6789331340E+02
 4137 -8.1160468318E+00 -1.5192878049E+01 -1.6473691457E+01 -5.5225943945E+00 -1.6749025255E+01 +1.9672863414E+02 +3.1825904778E+02 +9.7267942098E+01 +1.8117838200E+02 +9.6596378797E+01
 4138 -9.8040145087E+00 -1.2332698414E+01 -1.9656794057E+01 -2.8806542145E+01 -1.0891954367E+00 +1.1698088710E+02 +1.3152969634E+02 +1.7639122500E+02 +9.8735594873E+01 +2.8729614091E+02
 4139 -8.9921994014E+00 -9.2202758545E+00 -1.2118453982E+01 -1.6413663175E+01 -2.2226902607E+01 +8.8963974136E+01 +1.5205580429E+02 +1.1614071622E+02 +1.4997378783E+02 +3.0355318020E+02
 4140 -1.0323771548E+01 -1.5443830052E+01 -2.0000064120E+01 -2.8731060900E+01 -2.3672618768E+01 +2.0522880841E+02 +2.0337732300E+02 +1.3158634159E+02 +8.5433186531E+01 +6.7674962498E+01
 4141 -1.6486460047E+01 -4.9851538660E-01 -2.9986489908E+01 -3.1678805133E+00 -1.1478619164E+01 +8.3826956886E+01 +8.0904555589E+01 +3.0950165457E+02 +2.0180017235E+02 +1.0712023484E+02
 4142 -9.4990299291E+00 -5.9323068727E-01 -5.5909764207E+00 -1.0521778363E+01 -1.3831519543E+01 +1.1743543281E+01 +9.3402075593E+01 +1.8316954359E+02 +7.4850101283E+01 +7.4954972412E+01
 4143 -2.6532145072E+01 -1.7147619858E+01 -8.4656090816E+00 -2.8335504823E+01 -5.2221605855E-01 +3.3295142199E+02 +2.9020373440E+02 +1.6011749191E+02 +2.6513243129E+02 +1.8271952348E+01
 4144 -1.5794115411E+01 -2.5036937082E+01 -2.8590338229E+01 -2.6812213585E-01 -1.6477200454E+01 +2.1616877054E+02 +1.4165289630E+02 +1.4378700546E+02 +1.2157613126E+02 +2.2362775138E+02
 4145 -2.0300656136E+01 -6.4782124872E-02 -1.2850583059E+01 -1.7361535218E+01 -2.5995124671E+01 +2.3450423264E+02 +2.1988306575E+02 +4.1670451281E+01 +2.4057609691E+02 +1.6699665456E+02
 4146 -1.0899602023E+01 -2.8609034109E+01 -2.3701363865E+01 -1.0928597201E+01 -1.1452414130E+01 +1.2059586774E+02 +2.7081609959E+02 +5.1017634757E+01 +1.5419867664E+02 +3.4693329219E+02
 4147 -2.8877129875E+01 -1.5512013919E+01 -1.3976384786E+01 -2.8884856330E+00 -2.5067425792E+01 +2.6036934516E+02 +3.3243026614E+02 +3.5278018895E+02 +1.2828287449E+02 +2.5352803768E+02
 4148 -2.5642597342E+00 -6.9231952643E+00 -1.4265871289E+01 -1.0051593833E+01 -1.5115068130E+01 +3.2665563920E+02 +4.7557969430E+01 +3.8599894480E+01 +2.7527938172E+02 +2.8860643740E+02
 4149 -4.6626351037E+00 -2.5652697501E+01 -1.7626949573E+01 -2.0431270186E+01 -1.6395088036E+01 +1.6165478876E+02 +1.0453097915E+02 +8.2919515369E+01 +6.5352533019E+01 +1.1942650697E+02
 4150 -2.8815453099E+01 -2.9458353930E+01 -6.8343648202E+00 -2.6009755246E+01 -2.6700799005E+01 +7.8269997728E+01 +6.6143105572E+01 +1.5475868924E+02 +2.0354948219E+02 +2.2862668819E+02
 4151 -1.0286014460E+01 -1.6111169870E+00 -1.4371507680E+00 -1.5698232811E+01 -1.1021814942E+01 +7.7599286210E+01 +2.8154181297E+02 +2.2308812947E+02 +1.0811085060E+02 +2.9136918582E+02
 4152 -3.8678873369E+00 -1.1588714342E+01 -5.3138006597E+00 -2.3960323087E+01 -1.5124051095E+01 +2.6065987556E+02 +3.0102718339E+02 +2.5937194859E+02 +1.1349743357E+02 +6.4858167695E+01
 4153 -1.9953722455E+01 -1.1705712302E+01 -2.7760070165E+01 -1.2894413505E+00 -9.8387886592E+00 +2.2169051798E+00 +2.7271511176E+01 +2.7576430448E+02 +6.9536865727E+01 +2.4756409066E+02
 4154 -1.1286761496E+01 -2.7498230730E+01 -1.3224983052E+01 -7.7650178037E+00 -2.3833320460E+01 +7.8666950945E+01 +2.3483785447E+02 +2.4826106569E+01 +3.0386031079E+02 +1.8428894199E+02
 4155 -5.9244157149E+00 -2.8419014011E+01 -1.4644277251E+01 -1.9305721124E+01 -2.3223131355E+01 +1.4741728860E+02 +2.3595934126E+02 +3.0257600035E+02 +3.7618082555E+01 +1.1793951522E+02
 4156 -2.6543181603E+00 -4.6298991356E+00 -2.0734059226E+01 -1.5200504715E+01 -8.5405709635E+00 +3.0972126017E+02 +1.0975996578E+02 +2.4593941971E+02 +2.7346365394E+02 +3.1916684336E+02
 4157 -1.9779559579E+01 -8.9128604750E+00 -2.3521681226E+01 -1.1956930027E+01 -2.3485791932E+01 +3.3465136651E+02 +2.7947063103E+02 +8.2719041441E+01 +3.0177539726E+01 +7.5060547076E+01
 4158 -1.4532314137E+01 -1.2621999121E+01 -1.9057984808E+01 -1.9263163985E+01 -4.6895666241E+00 +1.2848453878E+02 +3.9135259622E+01 +1.2291497449E+02 +1.2745840799E+02 +1.2675493990E+02
 4159 -2.9766515426E+01 -1.3374458072E+01 -1.7989085292E+01 -3.3594003345E+00 -5.5712234182E+00 +2.5620379502E+02 +1.3424684252E+02 +1.9078646857E+02 +2.3049274273E+02 +1.5226085093E+02
 4160 -5.9861724467E+00 -1.7361448904E+01 -2.3422787322E+01 -1.8166969486E+00 -8.8502962316E+00 +1.1244289434E+02 +3.3745346793E+02 +2.7375102327E+02 +1.6121054219E+01 +1.5295224343E+02
 4161 -6.7585978543E+00 -1.0217498943E+01 -9.1127181997E+00 -2.6719965295E+01 -1.9297418507E+01 +2.3422952435E+02 +2.9283808398E+02 +3.2726622103E+02 +2.2273140687E+02 +3.5433213194E+02
 4162 -2.6921966925E+01 -2.8815218659E+01 -8.6330260056E+00 -2.4419301835E+01 -2.5255822926E+01 +1.3930798698E+02 +7.7022705239E+01 +3.4712491805E+02 +1.7314480650E+01 +1.6703038627E+02
 4163 -1.4115248425E+01 -1.1966293969E+01 -1.5208941750E+01 -2.5807681654E+01 -2.2659919361E+01 +1.4385783517E+02 +2.5683567055E+02 +1.5721991024E+02 +1.3570661585E+02 +1.3114660239E+02
 4164 -8.8964419373E+00 -4.3762316775E+00 -2.6342736869E+00 -2.2448140530E+01 -4.0455937756E+00 +4.4871530156E+01 +5.3634074036E+01 +1.6793043441E+02 +1.4940311825E+02 +1.0761363358E+02
 4165 -1.3932340603E+01 -2.7176082027E+01 -2.7610892668E+00 -1.5101506877E+01 -2.2009642248E+01 +3.3414393354E+02 +5.9846853006E+00 +3.3073014031E+02 +1.2904379889E+02 +5.4550256012E+01
 4166 -3.3528601538E-01 -1.1449790682E+01 -2.4166949723E+01 -1.7894819251E+01 -2.4851714089E+01 +2.8201204858E+02 +8.4102805105E+00 +3.4056819217E+02 +8.1009948307E+00 +3.1498206946E+02
 4167 -2.9593510471E+01 -2.5815994701E+01 -2.5949871661E+01 -2.3977868700E+01 -1.6331579227E+01 +7.6040812519E+01 +2.2554277257E+02 +9.0933185095E+01 +1.1890283591E+02 +1.8778497659E+02
 4168 -1.5807999842E+01 -6.8673250458E+00 -2.2181181435E+01 -5.2455206016E+00 -1.1725931505E+01 +9.6636553726E+01 +1.6914387053E+02 +2.0336147075E+01 +2.2328506264E+02 +2.5815253559E+02
 4169 -2.9935079893E+01 -2.9266727031E+00 -9.1429751065E+00 -6.3837984275E+00 -6.5661825414E+00 +9.7587808957E+01 +2.0013063529E+02 +3.2308568665E+02 +1.0246327303E+02 +1.7405758196E+02
